Frame Rate:,60.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
429,00:00:07.150,0.0,0.0,0.0,0.0
430,00:00:07.167,0.0,0.0,0.0,0.0
431,00:00:07.183,0.0,0.0,0.0,0.0
432,00:00:07.200,0.0,0.0,0.0,0.0
433,00:00:07.217,0.0,0.0,0.0,0.0
434,00:00:07.233,0.0,0.0,0.0,0.0
435,00:00:07.250,0.0,0.0,0.0,0.0
436,00:00:07.267,0.0,0.0,0.0,0.0
437,00:00:07.283,0.0,0.0,0.0,0.0
438,00:00:07.300,0.0,0.0,0.0,0.0
439,00:00:07.317,0.0,0.0,0.0,0.0
440,00:00:07.333,0.0,0.0,0.0,0.0
441,00:00:07.350,0.0,0.0,0.0,0.0
442,00:00:07.367,0.0,0.0,0.0,0.0
443,00:00:07.383,0.0,0.0,0.0,0.0
444,00:00:07.400,0.0,0.0,0.0,0.0
445,00:00:07.417,0.0,0.0,0.0,0.0
446,00:00:07.433,0.0,0.0,0.0,0.0
447,00:00:07.450,0.0,0.0,0.0,0.0
448,00:00:07.467,0.0,0.0,0.0,0.0
449,00:00:07.483,0.0,0.0,0.0,0.0
450,00:00:07.500,0.0,0.0,0.0,0.0
451,00:00:07.517,0.0,0.0,0.0,0.0
452,00:00:07.533,0.0,0.0,0.0,0.0
453,00:00:07.550,0.0,0.0,0.0,0.0
454,00:00:07.567,0.0,0.0,0.0,0.0
455,00:00:07.583,0.0,0.0,0.0,0.0
456,00:00:07.600,0.0,0.0,0.0,0.0
457,00:00:07.617,0.0,0.0,0.0,0.0
458,00:00:07.633,0.0,0.0,0.0,0.0
459,00:00:07.650,0.0,0.0,0.0,0.0
460,00:00:07.667,0.0,0.0,0.0,0.0
461,00:00:07.683,0.0,0.0,0.0,0.0
462,00:00:07.700,0.0,0.0,0.0,0.0
463,00:00:07.717,0.0,0.0,0.0,0.0
464,00:00:07.733,0.0,0.0,0.0,0.0
465,00:00:07.750,0.0,0.0,0.0,0.0
466,00:00:07.767,0.0,0.0,0.0,0.0
467,00:00:07.783,0.0,0.0,0.0,0.0
468,00:00:07.800,0.0,0.0,0.0,0.0
469,00:00:07.817,0.0,0.0,0.0,0.0
470,00:00:07.833,0.0,0.0,0.0,0.0
471,00:00:07.850,0.0,0.0,0.0,0.0
472,00:00:07.867,0.0,0.0,0.0,0.0
473,00:00:07.883,0.0,0.0,0.0,0.0
474,00:00:07.900,0.0,0.0,0.0,0.0
475,00:00:07.917,0.0,0.0,0.0,0.0
476,00:00:07.933,0.0,0.0,0.0,0.0
477,00:00:07.950,0.0,0.0,0.0,0.0
478,00:00:07.967,0.0,0.0,0.0,0.0
479,00:00:07.983,0.0,0.0,0.0,0.0
480,00:00:08.000,0.0,0.0,0.0,0.0
481,00:00:08.017,0.0,0.0,0.0,0.0
482,00:00:08.033,0.0,0.0,0.0,0.0
483,00:00:08.050,0.0,0.0,0.0,0.0
484,00:00:08.067,0.0,0.0,0.0,0.0
485,00:00:08.083,0.0,0.0,0.0,0.0
486,00:00:08.100,0.0,0.0,0.0,0.0
487,00:00:08.117,0.0,0.0,0.0,0.0
488,00:00:08.133,0.0,0.0,0.0,0.0
489,00:00:08.150,0.0,0.0,0.0,0.0
490,00:00:08.167,0.00014467592592592592,0.0,0.00043402777777777775,0.0
491,00:00:08.183,0.0,0.0,0.0,0.0
492,00:00:08.200,0.00014467592592592592,0.0,0.00043402777777777775,0.0
493,00:00:08.217,0.0,0.0,0.0,0.0
494,00:00:08.233,0.0,0.0,0.0,0.0
495,00:00:08.250,0.0,0.0,0.0,0.0
496,00:00:08.267,0.0,0.0,0.0,0.0
497,00:00:08.283,0.0,0.0,0.0,0.0
498,00:00:08.300,0.001392505787037037,0.001708984375,0.002170138888888889,0.00029839409722222225
499,00:00:08.317,0.00019892939814814816,0.0,0.0005967881944444445,0.0
500,00:00:08.333,0.0038519965277777775,0.007649739583333333,0.002685546875,0.001220703125
501,00:00:08.350,0.001708984375,0.002712673611111111,0.001491970486111111,0.0009223090277777778
502,00:00:08.367,0.0,0.0,0.0,0.0
503,00:00:08.383,0.0,0.0,0.0,0.0
504,00:00:08.400,0.0,0.0,0.0,0.0
505,00:00:08.417,0.0,0.0,0.0,0.0
506,00:00:08.433,0.00014467592592592592,0.0,0.00043402777777777775,0.0
507,00:00:08.450,0.0,0.0,0.0,0.0
508,00:00:08.467,0.00014467592592592592,0.0,0.00043402777777777775,0.0
509,00:00:08.483,0.0,0.0,0.0,0.0
510,00:00:08.500,0.0,0.0,0.0,0.0
511,00:00:08.517,0.0,0.0,0.0,0.0
512,00:00:08.533,0.0,0.0,0.0,0.0
513,00:00:08.550,0.0,0.0,0.0,0.0
514,00:00:08.567,0.0,0.0,0.0,0.0
515,00:00:08.583,0.0,0.0,0.0,0.0
516,00:00:08.600,0.0,0.0,0.0,0.0
517,00:00:08.617,0.0,0.0,0.0,0.0
518,00:00:08.633,0.0,0.0,0.0,0.0
519,00:00:08.650,0.0,0.0,0.0,0.0
520,00:00:08.667,0.0,0.0,0.0,0.0
521,00:00:08.683,0.0,0.0,0.0,0.0
522,00:00:08.700,0.00014467592592592592,0.0,0.00043402777777777775,0.0
523,00:00:08.717,0.0,0.0,0.0,0.0
524,00:00:08.733,0.00014467592592592592,0.0,0.00043402777777777775,0.0
525,00:00:08.750,0.0,0.0,0.0,0.0
526,00:00:08.767,0.0,0.0,0.0,0.0
527,00:00:08.783,0.0,0.0,0.0,0.0
528,00:00:08.800,0.0,0.0,0.0,0.0
529,00:00:08.817,0.0,0.0,0.0,0.0
530,00:00:08.833,0.0,0.0,0.0,0.0
531,00:00:08.850,0.0,0.0,0.0,0.0
532,00:00:08.867,0.0,0.0,0.0,0.0
533,00:00:08.883,0.0,0.0,0.0,0.0
534,00:00:08.900,0.0,0.0,0.0,0.0
535,00:00:08.917,0.0,0.0,0.0,0.0
536,00:00:08.933,0.0,0.0,0.0,0.0
537,00:00:08.950,0.0,0.0,0.0,0.0
538,00:00:08.967,0.00014467592592592592,0.0,0.00043402777777777775,0.0
539,00:00:08.983,0.0,0.0,0.0,0.0
540,00:00:09.000,0.00014467592592592592,0.0,0.00043402777777777775,0.0
541,00:00:09.017,0.0,0.0,0.0,0.0
542,00:00:09.033,0.0,0.0,0.0,0.0
543,00:00:09.050,0.0,0.0,0.0,0.0
544,00:00:09.067,0.0,0.0,0.0,0.0
545,00:00:09.083,0.0,0.0,0.0,0.0
546,00:00:09.100,0.0,0.0,0.0,0.0
547,00:00:09.117,0.0,0.0,0.0,0.0
548,00:00:09.133,0.0,0.0,0.0,0.0
549,00:00:09.150,0.0,0.0,0.0,0.0
550,00:00:09.167,0.0,0.0,0.0,0.0
551,00:00:09.183,0.0,0.0,0.0,0.0
552,00:00:09.200,0.0,0.0,0.0,0.0
553,00:00:09.217,0.0,0.0,0.0,0.0
554,00:00:09.233,0.00014467592592592592,0.0,0.00043402777777777775,0.0
555,00:00:09.250,0.0,0.0,0.0,0.0
556,00:00:09.267,0.00014467592592592592,0.0,0.00043402777777777775,0.0
557,00:00:09.283,0.0,0.0,0.0,0.0
558,00:00:09.300,0.0,0.0,0.0,0.0
559,00:00:09.317,0.0,0.0,0.0,0.0
560,00:00:09.333,0.0,0.0,0.0,0.0
561,00:00:09.350,0.0,0.0,0.0,0.0
562,00:00:09.367,0.0,0.0,0.0,0.0
563,00:00:09.383,0.0,0.0,0.0,0.0
564,00:00:09.400,0.0,0.0,0.0,0.0
565,00:00:09.417,0.0,0.0,0.0,0.0
566,00:00:09.433,0.0,0.0,0.0,0.0
567,00:00:09.450,0.0,0.0,0.0,0.0
568,00:00:09.467,0.0,0.0,0.0,0.0
569,00:00:09.483,0.0,0.0,0.0,0.0
570,00:00:09.500,0.00014467592592592592,0.0,0.00043402777777777775,0.0
571,00:00:09.517,0.0,0.0,0.0,0.0
572,00:00:09.533,0.00014467592592592592,0.0,0.00043402777777777775,0.0
573,00:00:09.550,0.0,0.0,0.0,0.0
574,00:00:09.567,0.0,0.0,0.0,0.0
575,00:00:09.583,0.0,0.0,0.0,0.0
576,00:00:09.600,1.5713975694444446,2.8426106770833335,1.2201877170138888,0.6513943142361112
577,00:00:09.617,2.034912109375,2.5565321180555554,2.591552734375,0.9566514756944444
578,00:00:09.633,2.821994357638889,2.8787977430555554,4.216824001736111,1.370361328125
579,00:00:09.650,3.8495912905092595,3.83056640625,5.866807725694445,1.8513997395833333
580,00:00:09.667,4.271945529513888,4.193440755208333,6.547010633680555,2.0753851996527777
581,00:00:09.683,4.513047960069444,4.189371744791667,7.090033637152778,2.259738498263889
582,00:00:09.700,4.714518229166667,4.348063151041667,7.354871961805555,2.4406195746527777
583,00:00:09.717,4.851354528356481,4.36474609375,7.602620442708333,2.586697048611111
584,00:00:09.733,8.29346607349537,7.912923177083333,12.605360243055555,4.362114800347222
585,00:00:09.750,5.294370298032407,4.955132378472222,7.995903862847222,2.9320746527777777
586,00:00:09.767,5.355830439814814,5.079969618055555,8.03268771701389,2.954833984375
587,00:00:09.783,4.2496563946759265,4.286892361111111,6.066487630208333,2.3955891927083335
588,00:00:09.800,2.8138925057870368,3.013888888888889,3.7794325086805554,1.6483561197916667
589,00:00:09.817,1.1642614293981481,1.2910427517361112,1.5925835503472223,0.6091579861111112
590,00:00:09.833,0.05426251446759259,0.11005316840277778,0.029188368055555556,0.023546006944444444
591,00:00:09.850,0.018834997106481483,0.03369140625,0.016655815972222224,0.006157769097222222
592,00:00:09.867,0.03674768518518519,0.0922580295138889,0.011094835069444444,0.006890190972222222
593,00:00:09.883,0.39089626736111116,0.7763943142361112,0.219970703125,0.1763237847222222
594,00:00:09.900,0.05611617476851852,0.13875325520833334,0.015787760416666668,0.013807508680555556
595,00:00:09.917,0.022271050347222224,0.035698784722222224,0.024685329861111112,0.006429036458333333
596,00:00:09.933,0.0416576244212963,0.0676540798611111,0.04465060763888889,0.012668185763888888
597,00:00:09.950,0.04586226851851852,0.05544704861111111,0.06407335069444445,0.01806640625
598,00:00:09.967,0.06246383101851852,0.040771484375,0.119140625,0.027479383680555556
599,00:00:09.983,2.554714626736111,5.918809678819445,0.7209743923611112,1.0243598090277777
600,00:00:10.000,0.45869502314814814,0.6378309461805556,0.4919162326388889,0.246337890625
601,00:00:10.017,0.42951569733796297,0.5137532552083334,0.5415852864583334,0.2332085503472222
602,00:00:10.033,0.4911114728009259,0.402587890625,0.7603352864583334,0.3104112413194444
603,00:00:10.050,0.12446650752314814,0.1259494357638889,0.1697048611111111,0.07774522569444445
604,00:00:10.067,0.12270326967592593,0.1125759548611111,0.18782552083333334,0.06770833333333333
605,00:00:10.083,0.1356246383101852,0.1435275607638889,0.1967502170138889,0.06659613715277778
606,00:00:10.100,0.12568721064814814,0.1269259982638889,0.18513997395833334,0.06499565972222222
607,00:00:10.117,0.1732222945601852,0.2527398003472222,0.20106336805555555,0.06586371527777778
608,00:00:10.133,0.1638726128472222,0.22542317708333334,0.20035807291666666,0.06583658854166667
609,00:00:10.150,0.07902922453703703,0.11686197916666667,0.1096462673611111,0.010579427083333334
610,00:00:10.167,0.16396303530092593,0.23347981770833334,0.24348958333333334,0.014919704861111112
611,00:00:10.183,0.8155201099537036,1.6845431857638888,0.4210069444444444,0.3410101996527778
612,00:00:10.200,0.17496744791666666,0.11981879340277778,0.39013671875,0.014946831597222222
613,00:00:10.217,0.2516456886574074,0.24812825520833334,0.4895833333333333,0.017225477430555556
614,00:00:10.233,0.49996383101851843,0.7978244357638888,0.6538628472222222,0.04820421006944445
615,00:00:10.250,0.4061686197916667,0.3694118923611111,0.8270670572916666,0.022026909722222224
616,00:00:10.267,0.4254557291666667,0.16251627604166666,1.0828993055555556,0.030951605902777776
617,00:00:10.283,0.08248336226851852,0.03355577256944445,0.20201280381944445,0.011881510416666666
618,00:00:10.300,0.09582067418981483,0.038872612847222224,0.2377387152777778,0.010850694444444444
619,00:00:10.317,0.10762080439814814,0.0868869357638889,0.22007921006944445,0.015896267361111112
620,00:00:10.333,0.12380642361111112,0.13392469618055555,0.21785481770833334,0.019639756944444444
621,00:00:10.350,0.11580403645833333,0.09144422743055555,0.239013671875,0.016954210069444444
622,00:00:10.367,0.16219075520833334,0.1815863715277778,0.2601996527777778,0.04478624131944445
623,00:00:10.383,0.4420120804398148,1.0074327256944444,0.14246961805555555,0.17613389756944445
624,00:00:10.400,0.08345088252314814,0.07996961805555555,0.12239583333333333,0.04798719618055555
625,00:00:10.417,0.1478316695601852,0.2050238715277778,0.15152994791666666,0.0869411892361111
626,00:00:10.433,0.1522171585648148,0.13712565104166666,0.19154188368055555,0.1279839409722222
627,00:00:10.450,0.2100875289351852,0.21150716145833334,0.1985134548611111,0.2202419704861111
628,00:00:10.467,0.29172996238425924,0.3212348090277778,0.2504611545138889,0.3034939236111111
629,00:00:10.483,0.5012930410879629,0.6916775173611112,0.335205078125,0.4769965277777778
630,00:00:10.500,0.11827256944444446,0.18541124131944445,0.071044921875,0.0983615451388889
631,00:00:10.517,0.17225477430555555,0.19612630208333334,0.14689127604166666,0.17374674479166666
632,00:00:10.533,0.13102213541666666,0.1921929253472222,0.0878634982638889,0.1130099826388889
633,00:00:10.550,0.1358959056712963,0.20033094618055555,0.09101019965277778,0.11634657118055555
634,00:00:10.567,0.21714952256944445,0.2686089409722222,0.15657552083333334,0.2262641059027778
635,00:00:10.583,0.3125904224537037,0.6763780381944444,0.0859646267361111,0.17542860243055555
636,00:00:10.600,0.07649739583333333,0.07237413194444445,0.06705729166666667,0.0900607638888889
637,00:00:10.617,0.10446506076388888,0.114013671875,0.06922743055555555,0.1301540798611111
638,00:00:10.633,0.1478587962962963,0.19032118055555555,0.096435546875,0.15681966145833334
639,00:00:10.650,0.18394639756944445,0.1928982204861111,0.10337999131944445,0.2555609809027778
640,00:00:10.667,0.25296585648148145,0.3126085069444444,0.12684461805555555,0.3194444444444444
641,00:00:10.683,0.359031394675926,0.4992133246527778,0.13780381944444445,0.4400770399305556
642,00:00:10.700,0.4019458912037037,0.5107421875,0.1574978298611111,0.53759765625
643,00:00:10.717,0.4306459780092593,0.3857421875,0.14249674479166666,0.7636990017361112
644,00:00:10.733,0.34526909722222227,0.6452907986111112,0.1042751736111111,0.2862413194444444
645,00:00:10.750,0.18784360532407404,0.2562120225694444,0.0801052517361111,0.22721354166666666
646,00:00:10.767,0.41521086516203703,0.4801432291666667,0.16419813368055555,0.6012912326388888
647,00:00:10.783,0.34012405960648145,0.6722005208333334,0.11393229166666667,0.23423936631944445
648,00:00:10.800,0.2594762731481482,0.4930826822916667,0.09101019965277778,0.1943359375
649,00:00:10.817,0.04090711805555555,0.08555772569444445,0.022677951388888888,0.014485677083333334
650,00:00:10.833,0.06836841724537036,0.14371744791666666,0.03721788194444445,0.024169921875
651,00:00:10.850,0.07128002025462964,0.11650933159722222,0.056342230902777776,0.04098849826388889
652,00:00:10.867,0.07883029513888888,0.11561414930555555,0.0625271267361111,0.058349609375
653,00:00:10.883,0.08692310474537036,0.1317816840277778,0.054253472222222224,0.0747341579861111
654,00:00:10.900,0.13383427372685186,0.134765625,0.12559678819444445,0.1411404079861111
655,00:00:10.917,0.15481228298611113,0.16105143229166666,0.10438368055555555,0.1990017361111111
656,00:00:10.933,0.20991572627314814,0.2028537326388889,0.13780381944444445,0.2890896267361111
657,00:00:10.950,0.03476743344907407,0.037190755208333336,0.03542751736111111,0.031684027777777776
658,00:00:10.967,0.25610351562500006,0.6258680555555556,0.06673177083333333,0.0757107204861111
659,00:00:10.983,0.2416449652777778,0.5641547309027778,0.06922743055555555,0.091552734375
660,00:00:11.000,0.14699074074074076,0.3043619791666667,0.057779947916666664,0.0788302951388889
661,00:00:11.017,0.1843804253472222,0.3815375434027778,0.060736762152777776,0.1108669704861111
662,00:00:11.033,0.33516890914351855,0.6269802517361112,0.09483506944444445,0.28369140625
663,00:00:11.050,0.39362702546296297,0.7274576822916666,0.09410264756944445,0.3593207465277778
664,00:00:11.067,0.5328052662037037,0.9512261284722222,0.1306423611111111,0.5165473090277778
665,00:00:11.083,0.6701298466435185,1.0702582465277777,0.1806911892361111,0.7594401041666666
666,00:00:11.100,0.835693359375,1.2447102864583333,0.2334255642361111,1.0289442274305556
667,00:00:11.117,0.9683792679398149,1.273193359375,0.2537706163194444,1.378173828125
668,00:00:11.133,1.2300889756944444,1.4179958767361112,0.3752712673611111,1.8969997829861112
669,00:00:11.150,0.46771014178240744,0.6553005642361112,0.2096896701388889,0.5381401909722222
670,00:00:11.167,0.7559226707175926,1.0195855034722223,0.2904730902777778,0.9577094184027778
671,00:00:11.183,0.6244212962962963,1.000732421875,0.2156032986111111,0.6569281684027778
672,00:00:11.200,0.42560944733796297,0.6405164930555556,0.1919216579861111,0.4443901909722222
673,00:00:11.217,0.567138671875,0.9708930121527778,0.2170681423611111,0.5134548611111112
674,00:00:11.233,0.454490379050926,0.6839735243055556,0.16837565104166666,0.5111219618055556
675,00:00:11.250,0.0,0.0,0.0,0.0
676,00:00:11.267,0.0,0.0,0.0,0.0
677,00:00:11.283,0.0,0.0,0.0,0.0
678,00:00:11.300,0.0,0.0,0.0,0.0
679,00:00:11.317,0.0,0.0,0.0,0.0
680,00:00:11.333,0.0003074363425925926,0.0,0.0007052951388888889,0.00021701388888888888
681,00:00:11.350,0.0,0.0,0.0,0.0
682,00:00:11.367,8.138020833333333e-05,0.0,0.000244140625,0.0
683,00:00:11.383,5.425347222222222e-05,0.0,0.00016276041666666666,0.0
684,00:00:11.400,7.233796296296296e-05,0.0,0.00021701388888888888,0.0
685,00:00:11.417,0.0,0.0,0.0,0.0
686,00:00:11.433,0.0,0.0,0.0,0.0
687,00:00:11.450,0.0,0.0,0.0,0.0
688,00:00:11.467,0.0,0.0,0.0,0.0
689,00:00:11.483,0.01125759548611111,0.030598958333333332,0.001708984375,0.00146484375
690,00:00:11.500,0.00998263888888889,0.029296875,0.0,0.0006510416666666666
691,00:00:11.517,2.712673611111111e-05,0.0,8.138020833333333e-05,0.0
692,00:00:11.533,0.0,0.0,0.0,0.0
693,00:00:11.550,0.0,0.0,0.0,0.0
694,00:00:11.567,0.0,0.0,0.0,0.0
695,00:00:11.583,0.0,0.0,0.0,0.0
696,00:00:11.600,0.0,0.0,0.0,0.0
697,00:00:11.617,0.9201117621527778,2.163818359375,0.2101779513888889,0.3863389756944444
698,00:00:11.633,0.001708984375,0.0,0.004964192708333333,0.00016276041666666666
699,00:00:11.650,0.0017541956018518516,0.0,0.004909939236111111,0.00035264756944444444
700,00:00:11.667,0.0011664496527777778,0.00244140625,0.0006781684027777778,0.00037977430555555556
701,00:00:11.683,0.001853660300925926,0.0035264756944444445,0.001491970486111111,0.0005425347222222222
702,00:00:11.700,0.00017180266203703704,0.0,0.0005154079861111111,0.0
703,00:00:11.717,0.0,0.0,0.0,0.0
704,00:00:11.733,1.808449074074074e-05,0.0,5.425347222222222e-05,0.0
705,00:00:11.750,0.13981119791666666,0.356201171875,0.012803819444444444,0.05042860243055555
706,00:00:11.767,8.138020833333333e-05,0.0,0.000244140625,0.0
707,00:00:11.783,1.808449074074074e-05,0.0,2.712673611111111e-05,2.712673611111111e-05
708,00:00:11.800,0.0,0.0,0.0,0.0
709,00:00:11.817,0.0,0.0,0.0,0.0
710,00:00:11.833,0.0,0.0,0.0,0.0
711,00:00:11.850,0.0,0.0,0.0,0.0
712,00:00:11.867,0.0,0.0,0.0,0.0
713,00:00:11.883,0.0,0.0,0.0,0.0
714,00:00:11.900,0.0,0.0,0.0,0.0
715,00:00:11.917,0.0,0.0,0.0,0.0
716,00:00:11.933,0.0,0.0,0.0,0.0
717,00:00:11.950,0.0,0.0,0.0,0.0
718,00:00:11.967,0.0,0.0,0.0,0.0
719,00:00:11.983,0.0,0.0,0.0,0.0
720,00:00:12.000,0.0,0.0,0.0,0.0
721,00:00:12.017,0.0006872106481481482,2.712673611111111e-05,0.0016276041666666667,0.0004069010416666667
722,00:00:12.033,0.0,0.0,0.0,0.0
723,00:00:12.050,0.00016276041666666666,0.0,0.00037977430555555556,0.00010850694444444444
724,00:00:12.067,0.0,0.0,0.0,0.0
725,00:00:12.083,0.0,0.0,0.0,0.0
726,00:00:12.100,0.0,0.0,0.0,0.0
727,00:00:12.117,0.0,0.0,0.0,0.0
728,00:00:12.133,0.0,0.0,0.0,0.0
729,00:00:12.150,0.0,0.0,0.0,0.0
730,00:00:12.167,12.417109736689815,10.37158203125,17.872422960069443,9.00732421875
731,00:00:12.183,12.673864293981481,10.633246527777779,17.897596571180557,9.49074978298611
732,00:00:12.200,12.591715494791666,10.583143446180555,17.30588107638889,9.886121961805555
733,00:00:12.217,12.502595124421296,10.161376953125,17.08865017361111,10.257758246527779
734,00:00:12.233,12.938069661458334,10.726019965277779,17.344889322916668,10.743299696180555
735,00:00:12.250,13.594419126157407,11.44778103298611,18.12885199652778,11.206624348958334
736,00:00:12.267,13.138617621527777,11.354871961805555,16.97360568576389,11.08737521701389
737,00:00:12.283,12.797535083912038,10.914442274305555,16.78781467013889,10.690348307291666
738,00:00:12.300,11.741807725694443,9.734727647569445,15.310112847222221,10.180582682291666
739,00:00:12.317,15.662136501736109,11.582411024305555,24.476888020833332,10.927110460069445
740,00:00:12.333,9.401918764467593,7.921034071180555,13.407307942708334,6.877414279513889
741,00:00:12.350,8.787281177662036,7.588216145833333,12.217393663194445,6.556233723958333
742,00:00:12.367,8.585114655671296,8.451171875,12.624321831597221,4.679850260416667
743,00:00:12.383,3.556758174189815,3.0558268229166665,7.365234375,0.2492133246527778
744,00:00:12.400,5.109664351851852,6.878553602430555,8.08737521701389,0.3630642361111111
745,00:00:12.417,0.0037796585648148147,0.004475911458333333,0.006808810763888889,5.425347222222222e-05
746,00:00:12.433,0.01387984664351852,0.029432508680555556,0.011420355902777778,0.0007866753472222222
747,00:00:12.450,0.002567997685185185,0.0,0.007649739583333333,5.425347222222222e-05
748,00:00:12.467,0.004322193287037038,0.004475911458333333,0.008436414930555556,5.425347222222222e-05
749,00:00:12.483,0.0029116030092592587,0.004475911458333333,0.004204644097222222,5.425347222222222e-05
750,00:00:12.500,0.00341796875,0.004475911458333333,0.005723741319444444,5.425347222222222e-05
751,00:00:12.517,0.2525318287037037,0.6979437934027778,0.017415364583333332,0.042236328125
752,00:00:12.533,0.027208116319444448,0.07066514756944445,0.008355034722222222,0.0026041666666666665
753,00:00:12.550,0.013726128472222224,0.03466796875,0.005425347222222222,0.0010850694444444445
754,00:00:12.567,0.07125289351851853,0.19759114583333334,0.004855685763888889,0.011311848958333334
755,00:00:12.583,0.0072880497685185175,0.01953125,0.0018988715277777778,0.00043402777777777775
756,00:00:12.600,0.00033456307870370367,0.0,0.001003689236111111,0.0
757,00:00:12.617,0.00022605613425925926,0.0,0.0006781684027777778,0.0
758,00:00:12.633,0.0006962528935185185,0.0,0.0020887586805555555,0.0
759,00:00:12.650,0.0007143373842592593,0.0,0.002143012152777778,0.0
760,00:00:12.667,0.03185583043981482,0.0927734375,0.000732421875,0.0020616319444444445
761,00:00:12.683,0.00021701388888888888,0.0,0.0006510416666666666,0.0
762,00:00:12.700,0.0007143373842592593,0.0,0.002143012152777778,0.0
763,00:00:12.717,0.23763020833333337,0.6271430121527778,0.03713650173611111,0.04861111111111111
764,00:00:12.733,0.025770399305555556,0.048828125,0.026991102430555556,0.001491970486111111
765,00:00:12.750,0.02439597800925926,0.047119140625,0.023681640625,0.002387152777777778
766,00:00:12.767,0.022840711805555552,0.03957790798611111,0.02685546875,0.0020887586805555555
767,00:00:12.783,0.021936487268518517,0.041829427083333336,0.021185980902777776,0.0027940538194444445
768,00:00:12.800,0.029097945601851857,0.06510416666666667,0.018717447916666668,0.003472222222222222
769,00:00:12.817,0.016954210069444444,0.04128689236111111,0.008490668402777778,0.0010850694444444445
770,00:00:12.833,0.004231770833333333,0.007975260416666666,0.004231770833333333,0.00048828125
771,00:00:12.850,0.05661349826388889,0.15174696180555555,0.012586805555555556,0.005506727430555556
772,00:00:12.867,0.055438006365740734,0.14982096354166666,0.011311848958333334,0.005181206597222222
773,00:00:12.883,0.0028754340277777775,0.00537109375,0.002902560763888889,0.00035264756944444444
774,00:00:12.900,0.017071759259259262,0.03835720486111111,0.011067708333333334,0.0017903645833333333
775,00:00:12.917,0.005090784143518518,0.008273654513888888,0.006537543402777778,0.0004611545138888889
776,00:00:12.933,0.0029025607638888894,0.00537109375,0.002956814236111111,0.00037977430555555556
777,00:00:12.950,0.006980613425925927,0.017578125,0.002712673611111111,0.0006510416666666666
778,00:00:12.967,0.0030472366898148147,0.005208333333333333,0.003662109375,0.0002712673611111111
779,00:00:12.983,0.00292064525462963,0.00537109375,0.0030110677083333335,0.00037977430555555556
780,00:00:13.000,0.011637369791666666,0.02978515625,0.004150390625,0.0009765625
781,00:00:13.017,0.0031105324074074073,0.005208333333333333,0.0038248697916666665,0.00029839409722222225
782,00:00:13.033,0.00292064525462963,0.00537109375,0.0030110677083333335,0.00037977430555555556
783,00:00:13.050,0.006085431134259259,0.013102213541666666,0.004313151041666667,0.0008409288194444445
784,00:00:13.067,0.022940176504629633,0.05992296006944445,0.006890190972222222,0.002007378472222222
785,00:00:13.083,0.026195384837962965,0.06928168402777778,0.007378472222222222,0.001925998263888889
786,00:00:13.100,0.012478298611111112,0.029947916666666668,0.006483289930555556,0.001003689236111111
787,00:00:13.117,0.018138744212962965,0.047688802083333336,0.005398220486111111,0.0013292100694444445
788,00:00:13.133,0.023365162037037035,0.06439887152777778,0.0035536024305555555,0.002143012152777778
789,00:00:13.150,0.01884403935185185,0.047309027777777776,0.007459852430555556,0.0017632378472222222
790,00:00:13.167,0.0030110677083333335,0.005208333333333333,0.0035536024305555555,0.0002712673611111111
791,00:00:13.183,0.0032913773148148147,0.0078125,0.0016276041666666667,0.00043402777777777775
792,00:00:13.200,0.003933376736111111,0.00537109375,0.006022135416666667,0.0004069010416666667
793,00:00:13.217,0.00490089699074074,0.007649739583333333,0.006727430555555556,0.0003255208333333333
794,00:00:13.233,0.003562644675925926,0.00537109375,0.004937065972222222,0.00037977430555555556
795,00:00:13.250,0.0030834056712962968,0.00537109375,0.0034993489583333335,0.00037977430555555556
796,00:00:13.267,0.004493995949074073,0.007649739583333333,0.005452473958333333,0.00037977430555555556
797,00:00:13.283,0.01780418113425926,0.047037760416666664,0.004991319444444444,0.0013834635416666667
798,00:00:13.300,0.003861038773148148,0.0078125,0.0033365885416666665,0.00043402777777777775
799,00:00:13.317,0.02692780671296296,0.06646050347222222,0.012288411458333334,0.0020345052083333335
800,00:00:13.333,0.024956597222222224,0.06222873263888889,0.010416666666666666,0.002224392361111111
801,00:00:13.350,0.01639359085648148,0.035454644097222224,0.012125651041666666,0.0016004774305555555
802,00:00:13.367,0.00390625,0.007649739583333333,0.003716362847222222,0.00035264756944444444
803,00:00:13.383,0.20643446180555558,0.5644802517361112,0.017849392361111112,0.03697374131944445
804,00:00:13.400,0.030825014467592598,0.08477105034722222,0.005777994791666667,0.001925998263888889
805,00:00:13.417,0.01291232638888889,0.021864149305555556,0.016140407986111112,0.000732421875
806,00:00:13.433,0.011872468171296295,0.022135416666666668,0.012858072916666666,0.0006239149305555555
807,00:00:13.450,0.018970630787037035,0.04855685763888889,0.007215711805555556,0.0011393229166666667
808,00:00:13.467,0.01710792824074074,0.04123263888888889,0.009114583333333334,0.0009765625
809,00:00:13.483,0.00979275173611111,0.01953125,0.009412977430555556,0.00043402777777777775
810,00:00:13.500,0.12801106770833334,0.3493109809027778,0.012993706597222222,0.021728515625
811,00:00:13.517,0.03894495081018519,0.0995822482638889,0.013047960069444444,0.004204644097222222
812,00:00:13.533,0.14448603877314814,0.3962673611111111,0.012668185763888888,0.024522569444444444
